Service Line Locality,Street Address,Zip Code,State,"Lead Gooseneck, Pigtail or Connector Currently Present",Current Public Side SL Material,Was Public SL Material Ever Previously Lead,Public SL Material Verification Method,Public SL Installation or Replacement Date,Public SL Size,Customer SL Material,Customer SL Material Verification Method,Lead Solder Present,Building Type,POU or POE Treatment Present,Customer SL Installation or Replacement Date,Customer SL Size,SL Category,Note,Location
Poughkeepsie,Building D,12603,NY,,Plastic,No,Other,,"1.5"" < SL ≤ 2""",Plastic,Field Inspection,,Multi Family,,,"1.5"" < SL ≤ 2""",Non-Lead,Scratch & magnet test performed on service line entering building.  See attached verification worksheet tab.,
Poughkeepsie,944 Dutchess Turnpike (Bldg I-10),12603,NY,No,Known Other,No,Field Inspection,2024,"larger than 2""",Plastic,Field Inspection,No,Other including Multiuse,No,2024,"1.5"" < SL ≤ 2""",Non-Lead,Ductile Iron Pipe,POINT (-73.86564 41.70973)
Poughkeepsie,20 Town Center Drive (Bldg 10),12603,NY,No,Known Other,No,Field Inspection,2019,"larger than 2""",Known Other,Field Inspection,No,Multi Family,No,2019,"larger than 2""",Non-Lead,Ductile Iron Pipe,
Poughkeepsie,50 Eastdale Avenue North (Bldg C),12603,NY,No,Known Other,No,Field Inspection,2019,"larger than 2""",Known Other,Field Inspection,No,Business,No,2019,"1.5"" < SL ≤ 2""",Non-Lead,Ductile Iron Pipe,POINT (-73.8669 41.71008)
Poughkeepsie,Wastewater treatment plant,12603,NY,,Copper,No,Other,,"1"" < SL ≤ 1.5""",Copper,Field Inspection,,Other including Multiuse,,,"1"" < SL ≤ 1.5""",Non-Lead,Scratch & magnet test performed on service line entering building.  See attached verification worksheet tab.,
Poughkeepsie,Building P,12603,NY,,Copper,No,Other,,"1.5"" < SL ≤ 2""",Copper,Field Inspection,,Multi Family,,,"1.5"" < SL ≤ 2""",Non-Lead,Scratch & magnet test performed on service line entering building.  See attached verification worksheet tab.,
Poughkeepsie,7-11 Eastdale Avenue South (Bldg L7/L8),12603,NY,No,Known Other,No,Field Inspection,2022,"larger than 2""",Plastic,Field Inspection,No,Other including Multiuse,No,2022,"1.5"" < SL ≤ 2""",Non-Lead,Ductile Iron Pipe,POINT (-73.86524 41.70917)
Poughkeepsie,60-66 Parkside Drive (Bldg 13),12603,NY,No,Known Other,No,Field Inspection,2022,"larger than 2""",Known Other,Field Inspection,No,Multi Family,No,2022,"larger than 2""",Non-Lead,Ductile Iron Pipe,POINT (-73.86407 41.70965)
Poughkeepsie,48 Eastdale Avenue North (Bldg D4),12603,NY,No,Plastic,No,Field Inspection,2020,"1.5"" < SL ≤ 2""",Plastic,Field Inspection,No,Business,No,2020,"1.5"" < SL ≤ 2""",Non-Lead,,POINT (-73.86708 41.71017)
Poughkeepsie,67  HENMOND BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87483 41.68585)
Poughkeepsie,2  REGENCY DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.85979 41.71751)
Poughkeepsie,41  HENMOND BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87546 41.68312)
Poughkeepsie,144  STRATFORD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.85091 41.72969)
Poughkeepsie,26  DAVIS AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89859 41.69358)
Poughkeepsie,50  KENSINGTON LANE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84978 41.72622)
Poughkeepsie,797  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87287 41.7014)
Poughkeepsie,27  KENSINGTON LANE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84765 41.72637)
Poughkeepsie,2  PATRICIA ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88146 41.73183)
Poughkeepsie,37  COLLEGEVIEW AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89689 41.69115)
Poughkeepsie,23  HORNBECK RIDGE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88624 41.66828)
Poughkeepsie,842  MAIN STREET (UNO'S),12603,NY,No,Unknown but unlikely lead,Yes,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.89675 41.69532)
Poughkeepsie,85  CRESTWOOD BLVD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89854 41.71007)
Poughkeepsie,56  LAGRANGE AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.89581 41.69194)
Poughkeepsie,8  REGENCY DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86063 41.71874)
Poughkeepsie,5  HENMOND BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87334 41.68508)
Poughkeepsie,91  CRESTWOOD BLVD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89839 41.71064)
Poughkeepsie,34  SCHOOLHOUSE LANE,12603,NY,No,Unknown but unlikely lead,Yes,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.92684 41.65974)
Poughkeepsie,47  AUTUMN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88823 41.64172)
Poughkeepsie,106  RIDGEVIEW ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88044 41.67776)
Poughkeepsie,154  STRATFORD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.85127 41.7292)
Poughkeepsie,88  BUCKINGHAM AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.91811 41.72149)
Poughkeepsie,1118  DUTCHESS TPKE(SUNOCO),12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.85337 41.71795)
Poughkeepsie,53  RIDGE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87402 41.70679)
Poughkeepsie,39  KENSINGTON LANE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.8485 41.72568)
Poughkeepsie,935  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86587 41.7095)
Poughkeepsie,61  STRATFORD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84618 41.72701)
Poughkeepsie,12  WOODSIDE TERRACE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.89507 41.64082)
Poughkeepsie,38  SPY HILL,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88069 41.68445)
Poughkeepsie,4  KENSINGTON LANE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84691 41.72771)
Poughkeepsie,65  CRESTWOOD BLVD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89896 41.70854)
Poughkeepsie,9  SCHOOLHOUSE LANE,12603,NY,No,Unknown but could be lead,Yes,Records,,,Unknown but could be lead,Field Inspection,,,,,,,,POINT (-73.92865 41.6592)
Poughkeepsie,10  BARD COURT,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84795 41.7283)
Poughkeepsie,117  STRATFORD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84875 41.73005)
Poughkeepsie,36  HORNBECK RIDGE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88559 41.66606)
Poughkeepsie,96  AUTUMN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.89207 41.64236)
Poughkeepsie,15  RIDGE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87211 41.70419)
Poughkeepsie,2633  SOUTH ROAD-BLDG K,12601,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.92943 41.66926)
Poughkeepsie,27  STRATFORD DR- SEWER STATI,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84338 41.72718)
Poughkeepsie,79  OAKDALE AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.91606 41.71913)
Poughkeepsie,729  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.8793 41.69931)
Poughkeepsie,24  MC INTOSH DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.8793 41.68363)
Poughkeepsie,25  MANCHESTER CIRCLE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88326 41.69122)
Poughkeepsie,35  ZIEGLER AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.9056 41.68765)
Poughkeepsie,18  ZIEGLER AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.90608 41.68614)
Poughkeepsie,61  BOULEVARD KNOLLS,12601,NY,No,Unknown but could be lead,Unknown,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.90509 41.70041)
Poughkeepsie,11  LEWIS AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.90339 41.69556)
Poughkeepsie,45  BUCKINGHAM AVENUE,12601,NY,No,Unknown but could be lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.91794 41.71828)
Poughkeepsie,25  WILMAR TERRACE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.91921 41.71834)
Poughkeepsie,958  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86472 41.71065)
Poughkeepsie,685  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88369 41.69815)
Poughkeepsie,20  KENSINGTON LANE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84755 41.72669)
Poughkeepsie,50  HENMOND BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87553 41.68388)
Poughkeepsie,743  MAIN ST   LAUNDRAMAXX,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.90482 41.697)
Poughkeepsie,20  GREENVALE FARMS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88037 41.67133)
Poughkeepsie,74  AUTUMN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.8901 41.64221)
Poughkeepsie,23  CATHY ROAD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.92389 41.67759)
Poughkeepsie,107  FULTON AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.90488 41.6925)
Poughkeepsie,5  MC INTOSH DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87941 41.68715)
Poughkeepsie,47  RIDGE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87326 41.70641)
Poughkeepsie,619  DUTCHESS TPKE- TIRE HOUSE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.89146 41.6968)
Poughkeepsie,59  AUTUMN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88905 41.64193)
Poughkeepsie,14  GRADY HILL COURT,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86712 41.72697)
Poughkeepsie,32  REGENCY DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86042 41.72369)
Poughkeepsie,34  STREIT AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.90504 41.69488)
Poughkeepsie,59  SUNSET AVENUE,12601,NY,No,Lead including lead-lined galvanized,Yes,Not Verified,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.92544 41.72472)
Poughkeepsie,1224  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84557 41.72288)
Poughkeepsie,1  HORNBECK RIDGE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88532 41.67109)
Poughkeepsie,858  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.8696 41.7049)
Poughkeepsie,32  GREENVALE FARMS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88065 41.6729)
Poughkeepsie,44  CRESTWOOD BLVD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89933 41.70684)
Poughkeepsie,66  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.89215 41.696)
Poughkeepsie,84  DAVIS AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.8935 41.69246)
Poughkeepsie,20  HENMOND BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87401 41.68404)
Poughkeepsie,1040  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.85973 41.7157)
Poughkeepsie,766  MAIN STREET (RADIATOR),12603,NY,No,Known Other,Yes,Records,,,Known Other,Field Inspection,,,,,,,,POINT (-73.903 41.69637)
Poughkeepsie,842  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87048 41.7037)
Poughkeepsie,51  KELSEY ROAD,12601,NY,No,Copper,Yes,Records,TRUE,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.9195 41.71798)
Poughkeepsie,71  RIDGEVIEW ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88215 41.67552)
Poughkeepsie,48  LINDBERGH PLACE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.89953 41.70443)
Poughkeepsie,11  MAC DONNELL HGTS,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86108 41.71274)
Poughkeepsie,36  LAGRANGE AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89776 41.6924)
Poughkeepsie,27  BRIARWOOD DRIVE,12601,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.93153 41.64526)
Poughkeepsie,36  KELSEY ROAD,12601,NY,No,Copper,Yes,Records,TRUE,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.91925 41.7173)
Poughkeepsie,19  TOOMEY DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87842 41.66875)
Poughkeepsie,15  HENMOND BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87381 41.68435)
Poughkeepsie,2  FULTON COURT,12603,NY,No,Lead including lead-lined galvanized,No,Not Verified,,,Galvanized,Field Inspection,,,,,,,,POINT (-73.90267 41.69169)
Poughkeepsie,14  REGENCY DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86069 41.72007)
Poughkeepsie,59  RIDGE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87498 41.70726)
Poughkeepsie,135  STRATFORD DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.85055 41.7301)
Poughkeepsie,141  AUTUMN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.89479 41.64032)
Poughkeepsie,5  SCHOOLHOUSE LANE,12603,NY,No,Unknown but unlikely lead,Yes,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.92922 41.65995)
Poughkeepsie,101  CRESTWOOD BLVD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89825 41.71118)
Poughkeepsie,982  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86328 41.71213)
Poughkeepsie,43  LAGRANGE AVENUE,12603,NY,No,Lead including lead-lined galvanized,No,Not Verified,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.89702 41.69223)
Poughkeepsie,4  CRESTWOOD BLVD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.90001 41.70409)
Poughkeepsie,24  RIDGE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87288 41.70452)
Poughkeepsie,1853  -1863 SOUTH ROAD,12601,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.91537 41.61581)
Poughkeepsie,41  MANCHESTER CIRCLE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88192 41.69052)
Poughkeepsie,62  HENMOND BOULEVARD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87511 41.68515)
Poughkeepsie,36  THAMES ROAD,12603,NY,No,Copper,No,Field Inspection,,,Copper,Field Inspection,,,,,,,,POINT (-73.84536 41.72778)
Poughkeepsie,54  ZIEGLER AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.90518 41.68897)
Poughkeepsie,1171  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84922 41.72037)
Poughkeepsie,30  ZIEGLER AVENUE,12603,NY,No,Lead including lead-lined galvanized,Yes,Records,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.90581 41.68698)
Poughkeepsie,885  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86855 41.70639)
Poughkeepsie,7  ALICE COURT,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.89274 41.70272)
Poughkeepsie,10  SYCAMORE WAY,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88925 41.64126)
Poughkeepsie,40  CRESTWOOD BLVD,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.8994 41.70649)
Poughkeepsie,990  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86273 41.71268)
Poughkeepsie,18  PATRICIA ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88037 41.73397)
Poughkeepsie,833  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.8709 41.70313)
Poughkeepsie,67  OAKDALE AVENUE,12601,NY,No,Lead including lead-lined galvanized,No,Not Verified,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.91601 41.71837)
Poughkeepsie,32  RIDGE ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.87252 41.70555)
Poughkeepsie,25  GREENVALE FARMS ROAD,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88065 41.67196)
Poughkeepsie,1126  DUTCHESS TPKE (SALON),12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.85242 41.71842)
Poughkeepsie,1002  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.86208 41.71335)
Poughkeepsie,24  AUTUMN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.88609 41.64117)
Poughkeepsie,29  THAMES ROAD,12603,NY,No,Copper,No,Field Inspection,,,Copper,Field Inspection,,,,,,,,POINT (-73.84534 41.72828)
Poughkeepsie,1237  DUTCHESS TPKE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.84488 41.72348)
Poughkeepsie,45  COLLEGEVIEW AVENUE,12603,NY,No,Unknown but unlikely lead,No,Not Verified,,,Copper,Field Inspection,,,,,,,,POINT (-73.8962 41.691)
Poughkeepsie,108  AUTUMN DRIVE,12603,NY,No,Copper,No,Records,,,Copper,Field Inspection,,,,,,,,POINT (-73.89298 41.64196)
Poughkeepsie,78  FAIRVIEW AVENUE,12601,NY,No,Lead including lead-lined galvanized,No,Not Verified,,,Lead including lead-lined galvanized,Field Inspection,,,,,,,,POINT (-73.9216 41.71932)
